S.NO.,TXN DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BOOKING AMOUNT",CREDITED ON,"CUST.ACC.NO.",REMARKS
1,03-Apr-2024,100004892415399,104301877760910,3116.3,04-Apr-2024,7740,
2,03-Apr-2024,100004892409400,167752877761183,1566.3,04-Apr-2024,2022,
3,03-Apr-2024,100004892392542,529043877765584,1325.4,04-Apr-2024,1789,
4,03-Apr-2024,100004892374569,161957877765067,1185.85,04-Apr-2024,9570,
5,03-Apr-2024,100004892480295,124716877766589,1705.4,04-Apr-2024,5948,
6,03-Apr-2024,100004892366912,683833877770471,2765.4,04-Apr-2024,5948,
7,03-Apr-2024,100004892508136,191619877774578,544.05,04-Apr-2024,1694,
8,03-Apr-2024,100004892397722,878098877773100,995.85,04-Apr-2024,0098,
9,03-Apr-2024,100004892474447,135444877774554,1680.4,04-Apr-2024,1276,
10,03-Apr-2024,100004892507154,920616877775755,4970.4,04-Apr-2024,8827,
11,03-Apr-2024,100004892435622,192415877783832,3116.3,04-Apr-2024,7740,
12,03-Apr-2024,100004892419674,154785877788050,1140.4,04-Apr-2024,8827,
13,03-Apr-2024,100004892408929,183049877794207,2395.85,04-Apr-2024,9517,
14,03-Apr-2024,100004893649565,141182878466273,3415.4,04-Apr-2024,8534,
15,03-Apr-2024,100004893732220,194414878467567,138.6,04-Apr-2024,6612,
16,03-Apr-2024,100004893732240,145725878469302,2240.4,04-Apr-2024,6612,
17,03-Apr-2024,100004893777076,937424878471264,118.15,04-Apr-2024,3191,
18,03-Apr-2024,100004893718401,206435878471149,537.7,04-Apr-2024,8827,
19,03-Apr-2024,100004893641861,757690878476481,1625.85,04-Apr-2024,1307,
20,03-Apr-2024,100004893692667,597347878479724,238.6,04-Apr-2024,1790,
21,03-Apr-2024,100004893779481,139511878485664,385.85,04-Apr-2024,2070,
22,03-Apr-2024,100004893808188,439574878486736,118.15,04-Apr-2024,6160,
23,03-Apr-2024,100004893779521,673750878486667,385.4,04-Apr-2024,2070,
24,03-Apr-2024,100004893806233,188306878487281,695.85,04-Apr-2024,8411,
25,03-Apr-2024,100004893806262,805853878488300,695.85,04-Apr-2024,8411,
26,03-Apr-2024,100004893704966,102857878490610,1955.4,04-Apr-2024,1580,
27,03-Apr-2024,100004892449730,891653877799155,4637.2,04-Apr-2024,7580,
28,03-Apr-2024,100004892437828,706081877799700,995.4,04-Apr-2024,6405,
29,03-Apr-2024,100004892350914,467885877801053,2335.4,04-Apr-2024,5152,
30,03-Apr-2024,100004892371844,517819877802841,308.6,04-Apr-2024,9517,
31,03-Apr-2024,100004892566005,184694877805556,3110.85,04-Apr-2024,8875,
32,03-Apr-2024,100004892495538,172290877805449,1775.85,04-Apr-2024,1592,
33,03-Apr-2024,100004892371909,159895877809741,1880.4,04-Apr-2024,3177,
34,03-Apr-2024,100004892371935,144253877812997,1307.7,04-Apr-2024,3177,
35,03-Apr-2024,100004892557157,138835877817236,448.6,04-Apr-2024,3177,
36,03-Apr-2024,100004892557170,700050877820097,448.6,04-Apr-2024,3177,
37,03-Apr-2024,100004892643158,109914877824212,413.15,04-Apr-2024,3692,
38,03-Apr-2024,100004892648148,982073877824216,888.15,04-Apr-2024,7358,
39,03-Apr-2024,100004892676018,198000877823432,988.15,04-Apr-2024,5304,
40,03-Apr-2024,100004893704995,106311878491338,2155.4,04-Apr-2024,1580,
41,03-Apr-2024,100004893731971,511184878493751,567.7,04-Apr-2024,0415,
42,03-Apr-2024,100004893877131,212420878493740,2155.4,04-Apr-2024,1580,
43,03-Apr-2024,100004893881175,820285878495397,812.7,04-Apr-2024,1579,
44,03-Apr-2024,100004893877201,393773878495719,1696.3,04-Apr-2024,1580,
45,03-Apr-2024,100004893770938,110049878497118,567.7,04-Apr-2024,0415,
46,03-Apr-2024,100004893933030,106021878497459,427.7,04-Apr-2024,9619,
47,03-Apr-2024,100004893938075,114734878499154,695.4,04-Apr-2024,2923,
48,03-Apr-2024,100004893933119,112149878499277,427.7,04-Apr-2024,9619,
49,03-Apr-2024,100004893938118,194981878499995,695.4,04-Apr-2024,2923,
50,03-Apr-2024,100004893821697,351460878500965,695.4,04-Apr-2024,2923,
51,03-Apr-2024,100004893845585,196033878502078,695.4,04-Apr-2024,2923,
52,03-Apr-2024,100004893849726,481839878505495,417.7,04-Apr-2024,0510,
53,03-Apr-2024,100004892582680,695860877825709,443.15,04-Apr-2024,0150,
54,03-Apr-2024,100004892677445,166382877824721,373.15,04-Apr-2024,2536,
55,03-Apr-2024,100004892568938,122920877824418,1048.6,04-Apr-2024,5022,
56,03-Apr-2024,100004892645671,205350877824908,1439.5,04-Apr-2024,0666,
